,Title,Model,Fuel,Engine,Transmission_type,Location,Price
7672,Toyota Vitz  2016 F 1.0 for Sale,2016,Petrol,1000 cc,Automatic,Sialkot,PKR 24.2 lacs
7673,Daihatsu Mira  2021 L for Sale,2021,Petrol,660 cc,Automatic,Karachi,PKR 27 lacs
7674,Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,2022,Petrol,1500 cc,Automatic,Karachi,PKR 38 lacs
7675,Toyota Land Cruiser  2009 AX G Selection for Sale,2009,Petrol,4600 cc,Automatic,Lahore,PKR 1.73 crore
7676,Mercedes Benz C Class  2011 C200 for Sale,2011,Petrol,1800 cc,Automatic,Lahore,PKR 53.75 lacs
7677,Honda Vezel  2015 Hybrid Z Style Edition for Sale,2015,Petrol,1500 cc,Automatic,Islamabad,PKR 36 lacs
7678,MG HS  2022 1.5 Turbo for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,Call
7679,Honda Insight  2019 HDD Navi Special Edition f...,2019,Hybrid,1500 cc,Automatic,Islamabad,PKR 76 lacs
7680,Toyota Hilux  2021 Revo V Automatic 2.8 for Sale,2021,Diesel,2800 cc,Automatic,Islamabad,Call
7681,Toyota Prius Alpha  2017 S L Selection for Sale,2017,Petrol,1800 cc,Automatic,Islamabad,Call
7682,Toyota C-HR  2017  for Sale,2017,Hybrid,1000 cc,Automatic,Islamabad,Call
7683,Toyota Aqua  2018 G for Sale,2018,Hybrid,1500 cc,Automatic,Islamabad,Call
7684,Honda Vezel  2016 Hybrid Z Honda Sensing  for ...,2016,Petrol,1500 cc,Automatic,Islamabad,Call
7685,Toyota Passo  2018 X L Package S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7686,Toyota Passo  2018 X S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7687,Lexus LX Series  2017 LX570 for Sale,2017,Petrol,5663 cc,Automatic,Islamabad,PKR 5.26 crore
7688,Suzuki Alto  2021  for Sale,2021,Petrol,660 cc,Manual,Faisalabad,PKR 17.7 lacs
7689,Toyota Land Cruiser  2012 ZX 60th Black Leathe...,2012,Petrol,4600 cc,Automatic,Islamabad,PKR 2.24 crore
7690,Honda Civic  2006 EXi for Sale,2006,Petrol,1500 cc,Manual,Islamabad,PKR 15.25 lacs
7691,Honda Fit  2019 1.5 Hybrid S Package for Sale,2019,Hybrid,1500 cc,Automatic,Lahore,PKR 35 lacs
7692,Toyota Vitz  2016 F 1.0 for Sale,2016,Petrol,1000 cc,Automatic,Sialkot,PKR 24.2 lacs
7693,Daihatsu Mira  2021 L for Sale,2021,Petrol,660 cc,Automatic,Karachi,PKR 27 lacs
7694,Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,2022,Petrol,1500 cc,Automatic,Karachi,PKR 38 lacs
7695,Toyota Yaris  2020 ATIV X CVT 1.5 for Sale,2020,Petrol,1500 cc,Automatic,Lahore,PKR 33.75 lacs
7696,Toyota Land Cruiser  2009 AX G Selection for Sale,2009,Petrol,4600 cc,Automatic,Lahore,PKR 1.73 crore
7697,Mercedes Benz C Class  2011 C200 for Sale,2011,Petrol,1800 cc,Automatic,Lahore,PKR 53.75 lacs
7698,Honda Vezel  2015 Hybrid Z Style Edition for Sale,2015,Petrol,1500 cc,Automatic,Islamabad,PKR 36 lacs
7699,MG HS  2022 1.5 Turbo for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,Call
7700,Honda Insight  2019 HDD Navi Special Edition f...,2019,Hybrid,1500 cc,Automatic,Islamabad,PKR 76 lacs
7701,Toyota Hilux  2021 Revo V Automatic 2.8 for Sale,2021,Diesel,2800 cc,Automatic,Islamabad,Call
7702,Toyota Prius Alpha  2017 S L Selection for Sale,2017,Petrol,1800 cc,Automatic,Islamabad,Call
7703,Toyota C-HR  2017  for Sale,2017,Hybrid,1000 cc,Automatic,Islamabad,Call
7704,Toyota Aqua  2018 G for Sale,2018,Hybrid,1500 cc,Automatic,Islamabad,Call
7705,Honda Vezel  2016 Hybrid Z Honda Sensing  for ...,2016,Petrol,1500 cc,Automatic,Islamabad,Call
7706,Toyota Passo  2018 X L Package S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7707,Toyota Passo  2018 X S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7708,Lexus LX Series  2017 LX570 for Sale,2017,Petrol,5663 cc,Automatic,Islamabad,PKR 5.26 crore
7709,Suzuki Alto  2021  for Sale,2021,Petrol,660 cc,Manual,Faisalabad,PKR 17.7 lacs
7710,Toyota Land Cruiser  2012 ZX 60th Black Leathe...,2012,Petrol,4600 cc,Automatic,Islamabad,PKR 2.24 crore
7711,Honda Civic  2006 EXi for Sale,2006,Petrol,1500 cc,Manual,Islamabad,PKR 15.25 lacs
7712,Honda Fit  2019 1.5 Hybrid S Package for Sale,2019,Hybrid,1500 cc,Automatic,Lahore,PKR 35 lacs
7713,Toyota Vitz  2016 F 1.0 for Sale,2016,Petrol,1000 cc,Automatic,Sialkot,PKR 24.2 lacs
7714,Daihatsu Mira  2021 L for Sale,2021,Petrol,660 cc,Automatic,Karachi,PKR 27 lacs
7715,Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,2022,Petrol,1500 cc,Automatic,Karachi,PKR 38 lacs
7716,Toyota Yaris  2020 ATIV X CVT 1.5 for Sale,2020,Petrol,1500 cc,Automatic,Lahore,PKR 33.75 lacs
7717,Toyota Mark II  2004 Grande 2.5 for Sale,2004,Petrol,2500 cc,Automatic,Peshawar,PKR 22 lacs
7718,Toyota Land Cruiser  2009 AX G Selection for Sale,2009,Petrol,4600 cc,Automatic,Lahore,PKR 1.73 crore
7719,Mercedes Benz C Class  2011 C200 for Sale,2011,Petrol,1800 cc,Automatic,Lahore,PKR 53.75 lacs
7720,Honda Vezel  2015 Hybrid Z Style Edition for Sale,2015,Petrol,1500 cc,Automatic,Islamabad,PKR 36 lacs
7721,MG HS  2022 1.5 Turbo for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,Call
7722,Honda Insight  2019 HDD Navi Special Edition f...,2019,Hybrid,1500 cc,Automatic,Islamabad,PKR 76 lacs
7723,Toyota Hilux  2021 Revo V Automatic 2.8 for Sale,2021,Diesel,2800 cc,Automatic,Islamabad,Call
7724,Toyota Prius Alpha  2017 S L Selection for Sale,2017,Petrol,1800 cc,Automatic,Islamabad,Call
7725,Toyota C-HR  2017  for Sale,2017,Hybrid,1000 cc,Automatic,Islamabad,Call
7726,Toyota Aqua  2018 G for Sale,2018,Hybrid,1500 cc,Automatic,Islamabad,Call
7727,Honda Vezel  2016 Hybrid Z Honda Sensing  for ...,2016,Petrol,1500 cc,Automatic,Islamabad,Call
7728,Toyota Passo  2018 X L Package S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7729,Toyota Passo  2018 X S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7730,Lexus LX Series  2017 LX570 for Sale,2017,Petrol,5663 cc,Automatic,Islamabad,PKR 5.26 crore
7731,Suzuki Alto  2021  for Sale,2021,Petrol,660 cc,Manual,Faisalabad,PKR 17.7 lacs
7732,Toyota Land Cruiser  2012 ZX 60th Black Leathe...,2012,Petrol,4600 cc,Automatic,Islamabad,PKR 2.24 crore
7733,Honda Civic  2006 EXi for Sale,2006,Petrol,1500 cc,Manual,Islamabad,PKR 15.25 lacs
7734,Honda Fit  2019 1.5 Hybrid S Package for Sale,2019,Hybrid,1500 cc,Automatic,Lahore,PKR 35 lacs
7735,Toyota Vitz  2016 F 1.0 for Sale,2016,Petrol,1000 cc,Automatic,Sialkot,PKR 24.2 lacs
7736,Daihatsu Mira  2021 L for Sale,2021,Petrol,660 cc,Automatic,Karachi,PKR 27 lacs
7737,Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,2022,Petrol,1500 cc,Automatic,Karachi,PKR 38 lacs
7738,Toyota Yaris  2020 ATIV X CVT 1.5 for Sale,2020,Petrol,1500 cc,Automatic,Lahore,PKR 33.75 lacs
7739,Toyota Mark II  2004 Grande 2.5 for Sale,2004,Petrol,2500 cc,Automatic,Peshawar,PKR 22 lacs
7740,Toyota Aqua  2019 G LED Soft Leather Selection...,2019,Hybrid,1500 cc,Automatic,Rawalpindi,PKR 37.95 lacs
7741,Toyota Land Cruiser  2009 AX G Selection for Sale,2009,Petrol,4600 cc,Automatic,Lahore,PKR 1.73 crore
7742,Mercedes Benz C Class  2011 C200 for Sale,2011,Petrol,1800 cc,Automatic,Lahore,PKR 53.75 lacs
7743,Honda Vezel  2015 Hybrid Z Style Edition for Sale,2015,Petrol,1500 cc,Automatic,Islamabad,PKR 36 lacs
7744,MG HS  2022 1.5 Turbo for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,Call
7745,Honda Insight  2019 HDD Navi Special Edition f...,2019,Hybrid,1500 cc,Automatic,Islamabad,PKR 76 lacs
7746,Toyota Hilux  2021 Revo V Automatic 2.8 for Sale,2021,Diesel,2800 cc,Automatic,Islamabad,Call
7747,Toyota Prius Alpha  2017 S L Selection for Sale,2017,Petrol,1800 cc,Automatic,Islamabad,Call
7748,Toyota C-HR  2017  for Sale,2017,Hybrid,1000 cc,Automatic,Islamabad,Call
7749,Toyota Aqua  2018 G for Sale,2018,Hybrid,1500 cc,Automatic,Islamabad,Call
7750,Honda Vezel  2016 Hybrid Z Honda Sensing  for ...,2016,Petrol,1500 cc,Automatic,Islamabad,Call
7751,Toyota Passo  2018 X L Package S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7752,Toyota Passo  2018 X S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7753,Lexus LX Series  2017 LX570 for Sale,2017,Petrol,5663 cc,Automatic,Islamabad,PKR 5.26 crore
7754,Suzuki Alto  2021  for Sale,2021,Petrol,660 cc,Manual,Faisalabad,PKR 17.7 lacs
7755,Toyota Land Cruiser  2012 ZX 60th Black Leathe...,2012,Petrol,4600 cc,Automatic,Islamabad,PKR 2.24 crore
7756,Honda Civic  2006 EXi for Sale,2006,Petrol,1500 cc,Manual,Islamabad,PKR 15.25 lacs
7757,Honda Fit  2019 1.5 Hybrid S Package for Sale,2019,Hybrid,1500 cc,Automatic,Lahore,PKR 35 lacs
7758,Toyota Vitz  2016 F 1.0 for Sale,2016,Petrol,1000 cc,Automatic,Sialkot,PKR 24.2 lacs
7759,Daihatsu Mira  2021 L for Sale,2021,Petrol,660 cc,Automatic,Karachi,PKR 27 lacs
7760,Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,2022,Petrol,1500 cc,Automatic,Karachi,PKR 38 lacs
7761,Toyota Yaris  2020 ATIV X CVT 1.5 for Sale,2020,Petrol,1500 cc,Automatic,Lahore,PKR 33.75 lacs
7762,Toyota Mark II  2004 Grande 2.5 for Sale,2004,Petrol,2500 cc,Automatic,Peshawar,PKR 22 lacs
7763,Toyota Aqua  2019 G LED Soft Leather Selection...,2019,Hybrid,1500 cc,Automatic,Rawalpindi,PKR 37.95 lacs
7764,Suzuki Alto  2022 VXR for Sale,2022,Petrol,660 cc,Manual,Islamabad,PKR 18.5 lacs
7765,Toyota Land Cruiser  2009 AX G Selection for Sale,2009,Petrol,4600 cc,Automatic,Lahore,PKR 1.73 crore
7766,Mercedes Benz C Class  2011 C200 for Sale,2011,Petrol,1800 cc,Automatic,Lahore,PKR 53.75 lacs
7767,Honda Vezel  2015 Hybrid Z Style Edition for Sale,2015,Petrol,1500 cc,Automatic,Islamabad,PKR 36 lacs
7768,MG HS  2022 1.5 Turbo for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,Call
7769,Honda Insight  2019 HDD Navi Special Edition f...,2019,Hybrid,1500 cc,Automatic,Islamabad,PKR 76 lacs
7770,Toyota Hilux  2021 Revo V Automatic 2.8 for Sale,2021,Diesel,2800 cc,Automatic,Islamabad,Call
7771,Toyota Prius Alpha  2017 S L Selection for Sale,2017,Petrol,1800 cc,Automatic,Islamabad,Call
7772,Toyota C-HR  2017  for Sale,2017,Hybrid,1000 cc,Automatic,Islamabad,Call
7773,Toyota Aqua  2018 G for Sale,2018,Hybrid,1500 cc,Automatic,Islamabad,Call
7774,Honda Vezel  2016 Hybrid Z Honda Sensing  for ...,2016,Petrol,1500 cc,Automatic,Islamabad,Call
7775,Toyota Passo  2018 X L Package S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7776,Toyota Passo  2018 X S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7777,Lexus LX Series  2017 LX570 for Sale,2017,Petrol,5663 cc,Automatic,Islamabad,PKR 5.26 crore
7778,Suzuki Alto  2021  for Sale,2021,Petrol,660 cc,Manual,Faisalabad,PKR 17.7 lacs
7779,Toyota Land Cruiser  2012 ZX 60th Black Leathe...,2012,Petrol,4600 cc,Automatic,Islamabad,PKR 2.24 crore
7780,Honda Civic  2006 EXi for Sale,2006,Petrol,1500 cc,Manual,Islamabad,PKR 15.25 lacs
7781,Honda Fit  2019 1.5 Hybrid S Package for Sale,2019,Hybrid,1500 cc,Automatic,Lahore,PKR 35 lacs
7782,Toyota Vitz  2016 F 1.0 for Sale,2016,Petrol,1000 cc,Automatic,Sialkot,PKR 24.2 lacs
7783,Daihatsu Mira  2021 L for Sale,2021,Petrol,660 cc,Automatic,Karachi,PKR 27 lacs
7784,Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,2022,Petrol,1500 cc,Automatic,Karachi,PKR 38 lacs
7785,Toyota Yaris  2020 ATIV X CVT 1.5 for Sale,2020,Petrol,1500 cc,Automatic,Lahore,PKR 33.75 lacs
7786,Toyota Mark II  2004 Grande 2.5 for Sale,2004,Petrol,2500 cc,Automatic,Peshawar,PKR 22 lacs
7787,Toyota Aqua  2019 G LED Soft Leather Selection...,2019,Hybrid,1500 cc,Automatic,Rawalpindi,PKR 37.95 lacs
7788,Suzuki Alto  2022 VXR for Sale,2022,Petrol,660 cc,Manual,Islamabad,PKR 18.5 lacs
7789,Honda City  2014 1.3 i-VTEC for Sale,2014,Petrol,1300 cc,Manual,Faisalabad,PKR 20.5 lacs
7790,Toyota Land Cruiser  2009 AX G Selection for Sale,2009,Petrol,4600 cc,Automatic,Lahore,PKR 1.73 crore
7791,Mercedes Benz C Class  2011 C200 for Sale,2011,Petrol,1800 cc,Automatic,Lahore,PKR 53.75 lacs
7792,Honda Vezel  2015 Hybrid Z Style Edition for Sale,2015,Petrol,1500 cc,Automatic,Islamabad,PKR 36 lacs
7793,MG HS  2022 1.5 Turbo for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,Call
7794,Honda Insight  2019 HDD Navi Special Edition f...,2019,Hybrid,1500 cc,Automatic,Islamabad,PKR 76 lacs
7795,Toyota Hilux  2021 Revo V Automatic 2.8 for Sale,2021,Diesel,2800 cc,Automatic,Islamabad,Call
7796,Toyota Prius Alpha  2017 S L Selection for Sale,2017,Petrol,1800 cc,Automatic,Islamabad,Call
7797,Toyota C-HR  2017  for Sale,2017,Hybrid,1000 cc,Automatic,Islamabad,Call
7798,Toyota Aqua  2018 G for Sale,2018,Hybrid,1500 cc,Automatic,Islamabad,Call
7799,Honda Vezel  2016 Hybrid Z Honda Sensing  for ...,2016,Petrol,1500 cc,Automatic,Islamabad,Call
7800,Toyota Passo  2018 X L Package S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7801,Toyota Passo  2018 X S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7802,Lexus LX Series  2017 LX570 for Sale,2017,Petrol,5663 cc,Automatic,Islamabad,PKR 5.26 crore
7803,Suzuki Alto  2021  for Sale,2021,Petrol,660 cc,Manual,Faisalabad,PKR 17.7 lacs
7804,Toyota Land Cruiser  2012 ZX 60th Black Leathe...,2012,Petrol,4600 cc,Automatic,Islamabad,PKR 2.24 crore
7805,Honda Civic  2006 EXi for Sale,2006,Petrol,1500 cc,Manual,Islamabad,PKR 15.25 lacs
7806,Honda Fit  2019 1.5 Hybrid S Package for Sale,2019,Hybrid,1500 cc,Automatic,Lahore,PKR 35 lacs
7807,Toyota Vitz  2016 F 1.0 for Sale,2016,Petrol,1000 cc,Automatic,Sialkot,PKR 24.2 lacs
7808,Daihatsu Mira  2021 L for Sale,2021,Petrol,660 cc,Automatic,Karachi,PKR 27 lacs
7809,Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,2022,Petrol,1500 cc,Automatic,Karachi,PKR 38 lacs
7810,Toyota Yaris  2020 ATIV X CVT 1.5 for Sale,2020,Petrol,1500 cc,Automatic,Lahore,PKR 33.75 lacs
7811,Toyota Mark II  2004 Grande 2.5 for Sale,2004,Petrol,2500 cc,Automatic,Peshawar,PKR 22 lacs
7812,Toyota Aqua  2019 G LED Soft Leather Selection...,2019,Hybrid,1500 cc,Automatic,Rawalpindi,PKR 37.95 lacs
7813,Suzuki Alto  2022 VXR for Sale,2022,Petrol,660 cc,Manual,Islamabad,PKR 18.5 lacs
7814,Honda City  2014 1.3 i-VTEC for Sale,2014,Petrol,1300 cc,Manual,Faisalabad,PKR 20.5 lacs
7815,Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,2016,Petrol,1500 cc,Automatic,Karachi,PKR 36.5 lacs
7816,Toyota Land Cruiser  2009 AX G Selection for Sale,2009,Petrol,4600 cc,Automatic,Lahore,PKR 1.73 crore
7817,Mercedes Benz C Class  2011 C200 for Sale,2011,Petrol,1800 cc,Automatic,Lahore,PKR 53.75 lacs
7818,Honda Vezel  2015 Hybrid Z Style Edition for Sale,2015,Petrol,1500 cc,Automatic,Islamabad,PKR 36 lacs
7819,MG HS  2022 1.5 Turbo for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,Call
7820,Honda Insight  2019 HDD Navi Special Edition f...,2019,Hybrid,1500 cc,Automatic,Islamabad,PKR 76 lacs
7821,Toyota Hilux  2021 Revo V Automatic 2.8 for Sale,2021,Diesel,2800 cc,Automatic,Islamabad,Call
7822,Toyota Prius Alpha  2017 S L Selection for Sale,2017,Petrol,1800 cc,Automatic,Islamabad,Call
7823,Toyota C-HR  2017  for Sale,2017,Hybrid,1000 cc,Automatic,Islamabad,Call
7824,Toyota Aqua  2018 G for Sale,2018,Hybrid,1500 cc,Automatic,Islamabad,Call
7825,Honda Vezel  2016 Hybrid Z Honda Sensing  for ...,2016,Petrol,1500 cc,Automatic,Islamabad,Call
7826,Toyota Passo  2018 X L Package S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7827,Toyota Passo  2018 X S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7828,Lexus LX Series  2017 LX570 for Sale,2017,Petrol,5663 cc,Automatic,Islamabad,PKR 5.26 crore
7829,Suzuki Alto  2021  for Sale,2021,Petrol,660 cc,Manual,Faisalabad,PKR 17.7 lacs
7830,Toyota Land Cruiser  2012 ZX 60th Black Leathe...,2012,Petrol,4600 cc,Automatic,Islamabad,PKR 2.24 crore
7831,Honda Civic  2006 EXi for Sale,2006,Petrol,1500 cc,Manual,Islamabad,PKR 15.25 lacs
7832,Honda Fit  2019 1.5 Hybrid S Package for Sale,2019,Hybrid,1500 cc,Automatic,Lahore,PKR 35 lacs
7833,Toyota Vitz  2016 F 1.0 for Sale,2016,Petrol,1000 cc,Automatic,Sialkot,PKR 24.2 lacs
7834,Daihatsu Mira  2021 L for Sale,2021,Petrol,660 cc,Automatic,Karachi,PKR 27 lacs
7835,Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,2022,Petrol,1500 cc,Automatic,Karachi,PKR 38 lacs
7836,Toyota Yaris  2020 ATIV X CVT 1.5 for Sale,2020,Petrol,1500 cc,Automatic,Lahore,PKR 33.75 lacs
7837,Toyota Mark II  2004 Grande 2.5 for Sale,2004,Petrol,2500 cc,Automatic,Peshawar,PKR 22 lacs
7838,Toyota Aqua  2019 G LED Soft Leather Selection...,2019,Hybrid,1500 cc,Automatic,Rawalpindi,PKR 37.95 lacs
7839,Suzuki Alto  2022 VXR for Sale,2022,Petrol,660 cc,Manual,Islamabad,PKR 18.5 lacs
7840,Honda City  2014 1.3 i-VTEC for Sale,2014,Petrol,1300 cc,Manual,Faisalabad,PKR 20.5 lacs
7841,Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,2016,Petrol,1500 cc,Automatic,Karachi,PKR 36.5 lacs
7842,Honda Vezel  2014 Hybrid Z for Sale,2014,Hybrid,1500 cc,Automatic,Lahore,PKR 37.5 lacs
7843,Toyota Land Cruiser  2009 AX G Selection for Sale,2009,Petrol,4600 cc,Automatic,Lahore,PKR 1.73 crore
7844,Mercedes Benz C Class  2011 C200 for Sale,2011,Petrol,1800 cc,Automatic,Lahore,PKR 53.75 lacs
7845,Honda Vezel  2015 Hybrid Z Style Edition for Sale,2015,Petrol,1500 cc,Automatic,Islamabad,PKR 36 lacs
7846,MG HS  2022 1.5 Turbo for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,Call
7847,Honda Insight  2019 HDD Navi Special Edition f...,2019,Hybrid,1500 cc,Automatic,Islamabad,PKR 76 lacs
7848,Toyota Hilux  2021 Revo V Automatic 2.8 for Sale,2021,Diesel,2800 cc,Automatic,Islamabad,Call
7849,Toyota Prius Alpha  2017 S L Selection for Sale,2017,Petrol,1800 cc,Automatic,Islamabad,Call
7850,Toyota C-HR  2017  for Sale,2017,Hybrid,1000 cc,Automatic,Islamabad,Call
7851,Toyota Aqua  2018 G for Sale,2018,Hybrid,1500 cc,Automatic,Islamabad,Call
7852,Honda Vezel  2016 Hybrid Z Honda Sensing  for ...,2016,Petrol,1500 cc,Automatic,Islamabad,Call
7853,Toyota Passo  2018 X L Package S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7854,Toyota Passo  2018 X S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7855,Lexus LX Series  2017 LX570 for Sale,2017,Petrol,5663 cc,Automatic,Islamabad,PKR 5.26 crore
7856,Suzuki Alto  2021  for Sale,2021,Petrol,660 cc,Manual,Faisalabad,PKR 17.7 lacs
7857,Toyota Land Cruiser  2012 ZX 60th Black Leathe...,2012,Petrol,4600 cc,Automatic,Islamabad,PKR 2.24 crore
7858,Honda Civic  2006 EXi for Sale,2006,Petrol,1500 cc,Manual,Islamabad,PKR 15.25 lacs
7859,Honda Fit  2019 1.5 Hybrid S Package for Sale,2019,Hybrid,1500 cc,Automatic,Lahore,PKR 35 lacs
7860,Toyota Vitz  2016 F 1.0 for Sale,2016,Petrol,1000 cc,Automatic,Sialkot,PKR 24.2 lacs
7861,Daihatsu Mira  2021 L for Sale,2021,Petrol,660 cc,Automatic,Karachi,PKR 27 lacs
7862,Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,2022,Petrol,1500 cc,Automatic,Karachi,PKR 38 lacs
7863,Toyota Yaris  2020 ATIV X CVT 1.5 for Sale,2020,Petrol,1500 cc,Automatic,Lahore,PKR 33.75 lacs
7864,Toyota Mark II  2004 Grande 2.5 for Sale,2004,Petrol,2500 cc,Automatic,Peshawar,PKR 22 lacs
7865,Toyota Aqua  2019 G LED Soft Leather Selection...,2019,Hybrid,1500 cc,Automatic,Rawalpindi,PKR 37.95 lacs
7866,Suzuki Alto  2022 VXR for Sale,2022,Petrol,660 cc,Manual,Islamabad,PKR 18.5 lacs
7867,Honda City  2014 1.3 i-VTEC for Sale,2014,Petrol,1300 cc,Manual,Faisalabad,PKR 20.5 lacs
7868,Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,2016,Petrol,1500 cc,Automatic,Karachi,PKR 36.5 lacs
7869,Honda Vezel  2014 Hybrid Z for Sale,2014,Hybrid,1500 cc,Automatic,Lahore,PKR 37.5 lacs
7870,Toyota Vitz  1999 F 1.0 for Sale,1999,Petrol,1000 cc,Automatic,Faisalabad,PKR 12.9 lacs
7871,Toyota Land Cruiser  2009 AX G Selection for Sale,2009,Petrol,4600 cc,Automatic,Lahore,PKR 1.73 crore
7872,Mercedes Benz C Class  2011 C200 for Sale,2011,Petrol,1800 cc,Automatic,Lahore,PKR 53.75 lacs
7873,Honda Vezel  2015 Hybrid Z Style Edition for Sale,2015,Petrol,1500 cc,Automatic,Islamabad,PKR 36 lacs
7874,MG HS  2022 1.5 Turbo for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,Call
7875,Honda Insight  2019 HDD Navi Special Edition f...,2019,Hybrid,1500 cc,Automatic,Islamabad,PKR 76 lacs
7876,Toyota Hilux  2021 Revo V Automatic 2.8 for Sale,2021,Diesel,2800 cc,Automatic,Islamabad,Call
7877,Toyota Prius Alpha  2017 S L Selection for Sale,2017,Petrol,1800 cc,Automatic,Islamabad,Call
7878,Toyota C-HR  2017  for Sale,2017,Hybrid,1000 cc,Automatic,Islamabad,Call
7879,Toyota Aqua  2018 G for Sale,2018,Hybrid,1500 cc,Automatic,Islamabad,Call
7880,Honda Vezel  2016 Hybrid Z Honda Sensing  for ...,2016,Petrol,1500 cc,Automatic,Islamabad,Call
7881,Toyota Passo  2018 X L Package S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7882,Toyota Passo  2018 X S  for Sale,2018,Petrol,1000 cc,Automatic,Islamabad,Call
7883,Lexus LX Series  2017 LX570 for Sale,2017,Petrol,5663 cc,Automatic,Islamabad,PKR 5.26 crore
7884,Suzuki Alto  2021  for Sale,2021,Petrol,660 cc,Manual,Faisalabad,PKR 17.7 lacs
7885,Toyota Land Cruiser  2012 ZX 60th Black Leathe...,2012,Petrol,4600 cc,Automatic,Islamabad,PKR 2.24 crore
7886,Honda Civic  2006 EXi for Sale,2006,Petrol,1500 cc,Manual,Islamabad,PKR 15.25 lacs
7887,Honda Fit  2019 1.5 Hybrid S Package for Sale,2019,Hybrid,1500 cc,Automatic,Lahore,PKR 35 lacs
7888,Toyota Vitz  2016 F 1.0 for Sale,2016,Petrol,1000 cc,Automatic,Sialkot,PKR 24.2 lacs
7889,Daihatsu Mira  2021 L for Sale,2021,Petrol,660 cc,Automatic,Karachi,PKR 27 lacs
7890,Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,2022,Petrol,1500 cc,Automatic,Karachi,PKR 38 lacs
7891,Toyota Yaris  2020 ATIV X CVT 1.5 for Sale,2020,Petrol,1500 cc,Automatic,Lahore,PKR 33.75 lacs
7892,Toyota Mark II  2004 Grande 2.5 for Sale,2004,Petrol,2500 cc,Automatic,Peshawar,PKR 22 lacs
7893,Toyota Aqua  2019 G LED Soft Leather Selection...,2019,Hybrid,1500 cc,Automatic,Rawalpindi,PKR 37.95 lacs
7894,Suzuki Alto  2022 VXR for Sale,2022,Petrol,660 cc,Manual,Islamabad,PKR 18.5 lacs
7895,Honda City  2014 1.3 i-VTEC for Sale,2014,Petrol,1300 cc,Manual,Faisalabad,PKR 20.5 lacs
7896,Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,2016,Petrol,1500 cc,Automatic,Karachi,PKR 36.5 lacs
7897,Honda Vezel  2014 Hybrid Z for Sale,2014,Hybrid,1500 cc,Automatic,Lahore,PKR 37.5 lacs
7898,Toyota Vitz  1999 F 1.0 for Sale,1999,Petrol,1000 cc,Automatic,Faisalabad,PKR 12.9 lacs
7899,Toyota Vitz  2018 F 1.0 for Sale,2018,Petrol,1000 cc,Automatic,Karachi,PKR 28.75 lacs
7900,Toyota Land Cruiser  2009 AX G Selection for Sale,2009,Petrol,4600 cc,Automatic,Lahore,PKR 1.73 crore
7901,Mercedes Benz C Class  2011 C200 for Sale,2011,Petrol,1800 cc,Automatic,Lahore,PKR 53.75 lacs
7902,Honda Vezel  2015 Hybrid Z Style Edition for Sale,2015,Petrol,1500 cc,Automatic,Islamabad,PKR 36 lacs
7903,MG HS  2022 1.5 Turbo for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,Call
